CODIGOFATURA,DATAFATURA,DATAPAGAMENTO,VALOR,CODIGOITEM,QUANTIDADE,SUBTOTAL,PRECOUNITARIO,VENDEDOR,CLIENTE,PRODUTO
63,26/04/2011,02/05/2011,"3727,53",263,4,"199,96","49,99",Maria  Yang,Tadoo,Inch Midtower Case
75,25/05/2011,26/05/2011,"11342,3",308,7,"433,86","61,98",Emili  Mcdonald,Truing Tecnologia,ATX Motherboard
52,07/04/2011,13/04/2011,"11342,3",224,7,"1401,4","200,2",Emili  Mcdonald,Triloo Assistência Técnica,PCI Express 2.0 2DVI
53,08/04/2011,10/04/2011,"1354,55",232,3,1197,399,Maria  Yang,Truing Tecnologia,i7-2700K 3.5 GHz LGA 1155 Processor
128,14/08/2011,15/08/2011,"641,97",515,3,"185,94","61,98",Emili  Mcdonald,Kaify,ATX Motherboard
144,25/09/2011,28/09/2011,"761,45",567,3,"149,97","49,99",Emili  Mcdonald,Truing Tecnologia,Inch Midtower Case
149,07/10/2011,09/10/2011,"839,4",588,2,"17,98","8,99",Aladdin  Blackwell,Kaify,Cooler Master Red LED Case Fan
141,20/09/2011,22/09/2011,"1833,56",554,3,"2249,97","749,99",Emili  Mcdonald,Kaify,GeForce GTX 590 Classified
78,30/05/2011,02/06/2011,"1833,56",323,3,"149,97","49,99",Maria  Yang,Tadoo,Inch Midtower Case
112,16/07/2011,19/07/2011,"1833,56",450,3,"185,94","61,98",José  Gardner,Agilvee,ATX Motherboard
10,29/01/2011,01/02/2011,"1434,94",56,1,"49,99","49,99",Emili  Mcdonald,Mecabox Info,Inch Midtower Case
150,07/10/2011,09/10/2011,"2363,57",596,1,"8,99","8,99",Maria  Yang,Kaify,Cooler Master Red LED Case Fan
92,17/06/2011,18/06/2011,"899,69",375,1,"49,99","49,99",Emili  Mcdonald,Kaify,Inch Midtower Case
84,05/06/2011,06/06/2011,"1931,09",342,1,"49,99","49,99",Maria  Yang,Kaify,Inch Midtower Case
28,03/03/2011,06/03/2011,"318,67",141,1,399,399,José  Gardner,Truing Tecnologia,i7-2700K 3.5 GHz LGA 1155 Processor
139,18/09/2011,19/09/2011,"2753,41",549,1,"61,98","61,98",Maria  Yang,Truing Tecnologia,ATX Motherboard
142,21/09/2011,22/09/2011,"2151,09",565,4,"247,92","61,98",Maria  Yang,Triloo Assistência Técnica,ATX Motherboard
43,31/03/2011,01/04/2011,"1148,41",195,4,"35,96","8,99",Benedito  Perry,Tadoo,Cooler Master Red LED Case Fan
134,01/09/2011,04/09/2011,"3584,46",533,4,"800,8","200,2",Maria  Yang,Tadoo,PCI Express 2.0 2DVI
124,05/08/2011,08/08/2011,"1681,68",496,1,"8,99","8,99",Emili  Mcdonald,Triloo Assistência Técnica,Cooler Master Red LED Case Fan
131,29/08/2011,30/08/2011,"1433,13",523,1,"8,99","8,99",Maria  Yang,Triloo Assistência Técnica,Cooler Master Red LED Case Fan
55,09/04/2011,11/04/2011,"566,09",238,1,39,39,José  Gardner,Kaify,USB Portable Sound Card / Dac
145,30/09/2011,06/10/2011,"975,84",574,1,"200,2","200,2",Emili  Mcdonald,Kaify,PCI Express 2.0 2DVI
6,17/01/2011,18/01/2011,"4784,35",38,1,"49,99","49,99",José  Gardner,Kaify,Inch Midtower Case
85,07/06/2011,09/06/2011,"1547,97",346,1,"749,99","749,99",Maria  Yang,Kaify,GeForce GTX 590 Classified
107,11/07/2011,17/07/2011,"3056,08",438,4,"35,96","8,99",Maria  Yang,Spoint Sistemas de Informação,Cooler Master Red LED Case Fan
14,05/02/2011,09/02/2011,"3917,35",80,4,"2999,96","749,99",Benedito  Perry,Agilvee,GeForce GTX 590 Classified
100,02/07/2011,05/07/2011,"2931,73",408,1,"49,99","49,99",Maria  Yang,Tadoo,Inch Midtower Case
187,13/12/2011,16/12/2011,"5279,06",713,2,"400,4","200,2",José  Gardner,Tadoo,PCI Express 2.0 2DVI
75,25/05/2011,26/05/2011,"11342,3",311,2,"1499,98","749,99",Maria  Yang,Kaify,GeForce GTX 590 Classified
64,01/05/2011,04/05/2011,"1357,79",271,1,399,399,Emili  Mcdonald,Mecabox Info,i7-2700K 3.5 GHz LGA 1155 Processor
52,07/04/2011,13/04/2011,"11342,3",227,2,"17,98","8,99",José  Gardner,Agilvee,Cooler Master Red LED Case Fan
51,06/04/2011,07/04/2011,"865,16",222,1,"749,99","749,99",José  Gardner,Kaify,GeForce GTX 590 Classified
144,25/09/2011,28/09/2011,"761,45",570,1,"61,98","61,98",Maria  Yang,Tadoo,ATX Motherboard
113,19/07/2011,20/07/2011,"3784,84",459,2,798,399,Aladdin  Blackwell,Kaify,i7-2700K 3.5 GHz LGA 1155 Processor
21,22/02/2011,23/02/2011,"2668,66",116,2,"1499,98","749,99",Maria  Yang,Tadoo,GeForce GTX 590 Classified
27,03/03/2011,05/03/2011,"657,93",137,1,"8,99","8,99",Emili  Mcdonald,Triloo Assistência Técnica,Cooler Master Red LED Case Fan
108,13/07/2011,14/07/2011,"499,99",440,1,"200,2","200,2",José  Gardner,Kaify,PCI Express 2.0 2DVI
158,25/10/2011,27/10/2011,"775,93",618,1,399,399,Emili  Mcdonald,Tadoo,i7-2700K 3.5 GHz LGA 1155 Processor
101,04/07/2011,05/07/2011,"2717,09",412,1,"8,99","8,99",Maria  Yang,Agilvee,Cooler Master Red LED Case Fan
175,18/11/2011,22/11/2011,"427,82",671,2,"123,96","61,98",Emili  Mcdonald,Kaify,ATX Motherboard
188,17/12/2011,18/12/2011,"427,82",719,2,"123,96","61,98",Maria  Yang,Spoint Sistemas de Informação,ATX Motherboard
82,03/06/2011,04/06/2011,"1163,87",338,1,"8,99","8,99",Maria  Yang,Kaify,Cooler Master Red LED Case Fan
120,28/07/2011,29/07/2011,"1099,01",483,1,"49,99","49,99",Emili  Mcdonald,Tadoo,Inch Midtower Case
95,19/06/2011,20/06/2011,"349,99",383,1,"49,99","49,99",Maria  Yang,Spoint Sistemas de Informação,Inch Midtower Case
13,04/02/2011,07/02/2011,"2755,68",68,1,"8,99","8,99",Maria  Yang,Truing Tecnologia,Cooler Master Red LED Case Fan
127,10/08/2011,13/08/2011,"3598,78",508,5,1001,"200,2",Emili  Mcdonald,Truing Tecnologia,PCI Express 2.0 2DVI
113,19/07/2011,20/07/2011,"3784,84",460,1,"49,99","49,99",José  Gardner,Kaify,Inch Midtower Case
173,12/11/2011,13/11/2011,"612,9",665,1,"8,99","8,99",Emili  Mcdonald,Tadoo,Cooler Master Red LED Case Fan
22,22/02/2011,23/02/2011,"293,28",120,1,"49,99","49,99",Maria  Yang,Roozio Informática,Inch Midtower Case
113,19/07/2011,20/07/2011,"3784,84",458,1,"61,98","61,98",Emili  Mcdonald,Kaify,ATX Motherboard
21,22/02/2011,23/02/2011,"2668,66",115,1,39,39,Emili  Mcdonald,Roozio Informática,USB Portable Sound Card / Dac
127,10/08/2011,13/08/2011,"3598,78",510,6,"4499,94","749,99",Maria  Yang,Kaify,GeForce GTX 590 Classified
35,16/03/2011,17/03/2011,"339,32",165,4,156,39,Emili  Mcdonald,Truing Tecnologia,USB Portable Sound Card / Dac
116,24/07/2011,26/07/2011,"1428,13",470,4,1596,399,Maria  Yang,Triloo Assistência Técnica,i7-2700K 3.5 GHz LGA 1155 Processor
186,10/12/2011,13/12/2011,"1964,58",711,3,"2249,97","749,99",Emili  Mcdonald,Kaify,GeForce GTX 590 Classified
12,04/02/2011,07/02/2011,"786,42",63,3,"2249,97","749,99",Emili  Mcdonald,Agilvee,GeForce GTX 590 Classified
73,21/05/2011,23/05/2011,"2748,85",303,3,"185,94","61,98",Emili  Mcdonald,Kaify,ATX Motherboard
168,03/11/2011,05/11/2011,"3830,29",648,1,"749,99","749,99",José  Gardner,Roozio Informática,GeForce GTX 590 Classified
66,04/05/2011,05/05/2011,"748,43",277,1,399,399,Emili  Mcdonald,Levester Tecnologia,i7-2700K 3.5 GHz LGA 1155 Processor
77,28/05/2011,29/05/2011,"370,48",322,1,"8,99","8,99",Benedito  Perry,Roozio Informática,Cooler Master Red LED Case Fan
132,30/08/2011,02/09/2011,"-1991,94",524,3,"149,97","49,99",José  Gardner,Triloo Assistência Técnica,Inch Midtower Case
61,23/04/2011,26/04/2011,"986,3",257,3,"2249,97","749,99",Maria  Yang,Digister,GeForce GTX 590 Classified
37,16/03/2011,19/03/2011,"462,71",181,3,1197,399,Maria  Yang,Agilvee,i7-2700K 3.5 GHz LGA 1155 Processor
81,02/06/2011,04/06/2011,"463,21",332,2,78,39,Emili  Mcdonald,Kaify,USB Portable Sound Card / Dac
155,23/10/2011,24/10/2011,"463,21",608,2,"400,4","200,2",Maria  Yang,Kaify,PCI Express 2.0 2DVI
146,04/10/2011,06/10/2011,"2056,22",579,3,"149,97","49,99",Emili  Mcdonald,Kaify,Inch Midtower Case
24,26/02/2011,27/02/2011,"2352,58",127,1,"749,99","749,99",Maria  Yang,Kaify,GeForce GTX 590 Classified
172,07/11/2011,10/11/2011,"887,9",661,1,399,399,Emili  Mcdonald,Kaify,i7-2700K 3.5 GHz LGA 1155 Processor
25,28/02/2011,02/03/2011,5956,129,2,"1499,98","749,99",José  Gardner,Tadoo,GeForce GTX 590 Classified
65,04/05/2011,05/05/2011,"3382,24",272,2,"400,4","200,2",Emili  Mcdonald,Spoint Sistemas de Informação,PCI Express 2.0 2DVI
148,04/10/2011,10/10/2011,"2147,47",583,3,1197,399,Emili  Mcdonald,Truing Tecnologia,i7-2700K 3.5 GHz LGA 1155 Processor
7,24/01/2011,27/01/2011,"2581,4",46,3,117,39,Maria  Yang,Truing Tecnologia,USB Portable Sound Card / Dac
155,23/10/2011,24/10/2011,"463,21",610,17,"1053,66","61,98",Emili  Mcdonald,Truing Tecnologia,ATX Motherboard
81,02/06/2011,04/06/2011,"463,21",334,17,"3403,4","200,2",José  Gardner,Kaify,PCI Express 2.0 2DVI
29,03/03/2011,06/03/2011,2990,144,1,"49,99","49,99",José  Gardner,Roozio Informática,Inch Midtower Case
115,23/07/2011,24/07/2011,"3491,93",468,1,39,39,Maria  Yang,Kaify,USB Portable Sound Card / Dac
140,19/09/2011,20/09/2011,14950,553,5,1995,399,Maria  Yang,Kaify,i7-2700K 3.5 GHz LGA 1155 Processor
101,04/07/2011,05/07/2011,"2717,09",409,2,"400,4","200,2",José  Gardner,Agilvee,PCI Express 2.0 2DVI
113,19/07/2011,20/07/2011,"3784,84",462,4,1596,399,Maria  Yang,Spoint Sistemas de Informação,i7-2700K 3.5 GHz LGA 1155 Processor
105,08/07/2011,09/07/2011,"3850,79",425,4,"2999,96","749,99",Emili  Mcdonald,Kaify,GeForce GTX 590 Classified
106,08/07/2011,12/07/2011,"3850,79",431,4,"35,96","8,99",Maria  Yang,Roozio Informática,Cooler Master Red LED Case Fan
23,26/02/2011,28/02/2011,"2328,94",122,4,"800,8","200,2",Emili  Mcdonald,Tadoo,PCI Express 2.0 2DVI
25,28/02/2011,02/03/2011,5956,130,4,"247,92","61,98",José  Gardner,Roozio Informática,ATX Motherboard
65,04/05/2011,05/05/2011,"3382,24",273,3,1197,399,Emili  Mcdonald,Truing Tecnologia,i7-2700K 3.5 GHz LGA 1155 Processor
54,08/04/2011,11/04/2011,"3058,98",235,3,"185,94","61,98",José  Gardner,Kaify,ATX Motherboard
69,09/05/2011,11/05/2011,"2519,07",286,2,"17,98","8,99",José  Gardner,Kaify,Cooler Master Red LED Case Fan
174,16/11/2011,19/11/2011,"573,91",666,2,78,39,Emili  Mcdonald,Kaify,USB Portable Sound Card / Dac
123,04/08/2011,07/08/2011,"187,88",494,2,798,399,José  Gardner,Kaify,i7-2700K 3.5 GHz LGA 1155 Processor
54,08/04/2011,11/04/2011,"3058,98",236,2,"99,98","49,99",Maria  Yang,Mecabox Info,Inch Midtower Case
51,06/04/2011,07/04/2011,"865,16",223,2,"99,98","49,99",Maria  Yang,Roozio Informática,Inch Midtower Case
15,07/02/2011,11/02/2011,"2472,45",85,3,"185,94","61,98",Emili  Mcdonald,Kaify,ATX Motherboard
144,25/09/2011,28/09/2011,"761,45",571,2,"123,96","61,98",Maria  Yang,Kaify,ATX Motherboard
36,16/03/2011,17/03/2011,"2472,45",169,3,"149,97","49,99",José  Gardner,Truing Tecnologia,Inch Midtower Case
99,29/06/2011,01/07/2011,"2472,45",398,3,117,39,Maria  Yang,Truing Tecnologia,USB Portable Sound Card / Dac
159,25/10/2011,31/10/2011,"356,37",621,3,117,39,Emili  Mcdonald,Levester Tecnologia,USB Portable Sound Card / Dac
19,17/02/2011,23/02/2011,"930,47",106,3,"185,94","61,98",Aladdin  Blackwell,Triloo Assistência Técnica,ATX Motherboard
7,24/01/2011,27/01/2011,"2581,4",47,2,"400,4","200,2",Emili  Mcdonald,Truing Tecnologia,PCI Express 2.0 2DVI
148,04/10/2011,10/10/2011,"2147,47",584,2,798,399,José  Gardner,Kaify,i7-2700K 3.5 GHz LGA 1155 Processor
26,01/03/2011,03/03/2011,"2399,8",135,2,78,39,José  Gardner,Kaify,USB Portable Sound Card / Dac
115,23/07/2011,24/07/2011,"3491,93",466,2,"400,4","200,2",Maria  Yang,Kaify,PCI Express 2.0 2DVI
127,10/08/2011,13/08/2011,"3598,78",512,3,"2249,97","749,99",Maria  Yang,Kaify,GeForce GTX 590 Classified
10,29/01/2011,01/02/2011,"1434,94",54,4,"800,8","200,2",Maria  Yang,Kaify,PCI Express 2.0 2DVI
4,16/01/2011,19/01/2011,"1478,64",27,3,"149,97","49,99",Benedito  Perry,Kaify,Inch Midtower Case
150,07/10/2011,09/10/2011,"2363,57",594,4,156,39,José  Gardner,Kaify,USB Portable Sound Card / Dac
104,06/07/2011,10/07/2011,"1784,97",419,3,1197,399,Maria  Yang,Mecabox Info,i7-2700K 3.5 GHz LGA 1155 Processor
181,30/11/2011,03/12/2011,"1938,09",696,5,1001,"200,2",Emili  Mcdonald,Roozio Informática,PCI Express 2.0 2DVI
141,20/09/2011,22/09/2011,"1833,56",558,5,"309,9","61,98",Maria  Yang,Tadoo,ATX Motherboard
78,30/05/2011,02/06/2011,"1833,56",327,5,"309,9","61,98",Emili  Mcdonald,Roozio Informática,ATX Motherboard
112,16/07/2011,19/07/2011,"1833,56",454,5,195,39,José  Gardner,Kaify,USB Portable Sound Card / Dac
11,30/01/2011,03/02/2011,"943,08",61,2,78,39,Benedito  Perry,Levester Tecnologia,USB Portable Sound Card / Dac
52,07/04/2011,13/04/2011,"11342,3",228,5,1995,399,Emili  Mcdonald,Digister,i7-2700K 3.5 GHz LGA 1155 Processor
75,25/05/2011,26/05/2011,"11342,3",312,5,"44,95","8,99",José  Gardner,Spoint Sistemas de Informação,Cooler Master Red LED Case Fan
63,26/04/2011,02/05/2011,"3727,53",269,6,"371,88","61,98",Maria  Yang,Kaify,ATX Motherboard
187,13/12/2011,16/12/2011,"5279,06",714,5,"249,95","49,99",Emili  Mcdonald,Agilvee,Inch Midtower Case
100,02/07/2011,05/07/2011,"2931,73",406,6,234,39,Emili  Mcdonald,Digister,USB Portable Sound Card / Dac
172,07/11/2011,10/11/2011,"887,9",662,2,"1499,98","749,99",José  Gardner,Kaify,GeForce GTX 590 Classified
131,29/08/2011,30/08/2011,"1433,13",519,3,"2249,97","749,99",Emili  Mcdonald,Digister,GeForce GTX 590 Classified
106,08/07/2011,12/07/2011,"3850,79",432,2,78,39,José  Gardner,Digister,USB Portable Sound Card / Dac
105,08/07/2011,09/07/2011,"3850,79",426,2,78,39,Emili  Mcdonald,Roozio Informática,USB Portable Sound Card / Dac
186,10/12/2011,13/12/2011,"1964,58",707,3,117,39,Emili  Mcdonald,Truing Tecnologia,USB Portable Sound Card / Dac
3,15/01/2011,18/01/2011,14228,20,4,156,39,Emili  Mcdonald,Truing Tecnologia,USB Portable Sound Card / Dac
48,04/04/2011,05/04/2011,"729,61",214,3,"185,94","61,98",Maria  Yang,Digister,ATX Motherboard
184,05/12/2011,08/12/2011,"449,92",702,4,156,39,Aladdin  Blackwell,Agilvee,USB Portable Sound Card / Dac
32,14/03/2011,16/03/2011,"1005,44",152,3,"149,97","49,99",Maria  Yang,Roozio Informática,Inch Midtower Case
139,18/09/2011,19/09/2011,"2753,41",550,3,"185,94","61,98",Emili  Mcdonald,Kaify,ATX Motherboard
53,08/04/2011,10/04/2011,"1354,55",231,2,78,39,Benedito  Perry,Truing Tecnologia,USB Portable Sound Card / Dac
189,17/12/2011,18/12/2011,"1622,8",723,2,"99,98","49,99",Maria  Yang,Triloo Assistência Técnica,Inch Midtower Case
127,10/08/2011,13/08/2011,"3598,78",511,1,"8,99","8,99",Emili  Mcdonald,Triloo Assistência Técnica,Cooler Master Red LED Case Fan
14,05/02/2011,09/02/2011,"3917,35",74,2,"99,98","49,99",Emili  Mcdonald,Kaify,Inch Midtower Case
36,16/03/2011,17/03/2011,"2472,45",168,1,399,399,Emili  Mcdonald,Levester Tecnologia,i7-2700K 3.5 GHz LGA 1155 Processor
15,07/02/2011,11/02/2011,"2472,45",84,1,"49,99","49,99",Maria  Yang,Kaify,Inch Midtower Case
99,29/06/2011,01/07/2011,"2472,45",397,1,"8,99","8,99",Maria  Yang,Kaify,Cooler Master Red LED Case Fan
157,24/10/2011,25/10/2011,"3004,67",617,1,39,39,José  Gardner,Levester Tecnologia,USB Portable Sound Card / Dac
156,23/10/2011,27/10/2011,"401,97",611,3,"2249,97","749,99",José  Gardner,Kaify,GeForce GTX 590 Classified
90,15/06/2011,18/06/2011,"401,97",365,3,"149,97","49,99",Maria  Yang,Mecabox Info,Inch Midtower Case
44,31/03/2011,03/04/2011,"826,95",201,3,1197,399,José  Gardner,Digister,i7-2700K 3.5 GHz LGA 1155 Processor
38,19/03/2011,22/03/2011,"974,05",183,3,"600,6","200,2",Emili  Mcdonald,Digister,PCI Express 2.0 2DVI
2,11/01/2011,12/01/2011,"2434,29",6,2,"123,96","61,98",José  Gardner,Kaify,ATX Motherboard
103,06/07/2011,08/07/2011,"1459,7",416,2,78,39,Maria  Yang,Kaify,USB Portable Sound Card / Dac
89,13/06/2011,16/06/2011,"660,65",364,1,"749,99","749,99",José  Gardner,Kaify,GeForce GTX 590 Classified
38,19/03/2011,22/03/2011,"974,05",182,1,"49,99","49,99",Emili  Mcdonald,Kaify,Inch Midtower Case
44,31/03/2011,03/04/2011,"826,95",200,1,"200,2","200,2",José  Gardner,Kaify,PCI Express 2.0 2DVI
44,31/03/2011,03/04/2011,"826,95",202,3,"600,6","200,2",Emili  Mcdonald,Kaify,PCI Express 2.0 2DVI
115,23/07/2011,24/07/2011,"3491,93",467,3,117,39,Emili  Mcdonald,Kaify,USB Portable Sound Card / Dac
90,15/06/2011,18/06/2011,"401,97",366,3,1197,399,Emili  Mcdonald,Kaify,i7-2700K 3.5 GHz LGA 1155 Processor
156,23/10/2011,27/10/2011,"401,97",612,3,"600,6","200,2",Benedito  Perry,Triloo Assistência Técnica,PCI Express 2.0 2DVI
38,19/03/2011,22/03/2011,"974,05",184,3,1197,399,Emili  Mcdonald,Mecabox Info,i7-2700K 3.5 GHz LGA 1155 Processor
130,26/08/2011,27/08/2011,"650,74",517,1,399,399,Maria  Yang,Kaify,i7-2700K 3.5 GHz LGA 1155 Processor
13,04/02/2011,07/02/2011,"2755,68",72,1,"749,99","749,99",Aladdin  Blackwell,Truing Tecnologia,GeForce GTX 590 Classified
111,14/07/2011,20/07/2011,"429,95",448,1,"200,2","200,2",Emili  Mcdonald,Truing Tecnologia,PCI Express 2.0 2DVI
70,12/05/2011,15/05/2011,"1380,09",293,7,"349,93","49,99",Maria  Yang,Kaify,Inch Midtower Case
125,05/08/2011,09/08/2011,"435,92",503,3,"149,97","49,99",Emili  Mcdonald,Agilvee,Inch Midtower Case
4,16/01/2011,19/01/2011,"1478,64",26,3,"600,6","200,2",José  Gardner,Mecabox Info,PCI Express 2.0 2DVI
8,28/01/2011,29/01/2011,"1582,16",51,1,"8,99","8,99",Emili  Mcdonald,Spoint Sistemas de Informação,Cooler Master Red LED Case Fan
136,02/09/2011,03/09/2011,"1313,19",538,1,"8,99","8,99",José  Gardner,Roozio Informática,Cooler Master Red LED Case Fan
82,03/06/2011,04/06/2011,"1163,87",335,2,"17,98","8,99",Emili  Mcdonald,Mecabox Info,Cooler Master Red LED Case Fan
91,15/06/2011,18/06/2011,"3135,46",367,4,1596,399,Emili  Mcdonald,Truing Tecnologia,i7-2700K 3.5 GHz LGA 1155 Processor
44,31/03/2011,03/04/2011,"826,95",203,4,"35,96","8,99",Maria  Yang,Spoint Sistemas de Informação,Cooler Master Red LED Case Fan
38,19/03/2011,22/03/2011,"974,05",185,4,"247,92","61,98",Maria  Yang,Levester Tecnologia,ATX Motherboard
167,03/11/2011,06/11/2011,"445,37",646,1,"8,99","8,99",Maria  Yang,Kaify,Cooler Master Red LED Case Fan
19,17/02/2011,23/02/2011,"930,47",105,5,"3749,95","749,99",Maria  Yang,Agilvee,GeForce GTX 590 Classified
110,13/07/2011,17/07/2011,"66,5",446,5,"249,95","49,99",José  Gardner,Kaify,Inch Midtower Case
88,12/06/2011,15/06/2011,"898,44",359,1,399,399,Emili  Mcdonald,Kaify,i7-2700K 3.5 GHz LGA 1155 Processor
152,11/10/2011,13/10/2011,"493,14",600,3,"149,97","49,99",Maria  Yang,Tadoo,Inch Midtower Case
36,16/03/2011,17/03/2011,"2472,45",167,2,"1499,98","749,99",José  Gardner,Levester Tecnologia,GeForce GTX 590 Classified
15,07/02/2011,11/02/2011,"2472,45",83,2,"123,96","61,98",José  Gardner,Digister,ATX Motherboard
157,24/10/2011,25/10/2011,"3004,67",616,2,"99,98","49,99",Maria  Yang,Truing Tecnologia,Inch Midtower Case
99,29/06/2011,01/07/2011,"2472,45",396,2,78,39,Maria  Yang,Levester Tecnologia,USB Portable Sound Card / Dac
55,09/04/2011,11/04/2011,"566,09",240,2,"99,98","49,99",Emili  Mcdonald,Tadoo,Inch Midtower Case
163,28/10/2011,03/11/2011,"222,96",630,2,"99,98","49,99",Benedito  Perry,Digister,Inch Midtower Case
23,26/02/2011,28/02/2011,"2328,94",123,1,"8,99","8,99",Emili  Mcdonald,Truing Tecnologia,Cooler Master Red LED Case Fan
153,22/10/2011,25/10/2011,"492,74",606,1,"749,99","749,99",Emili  Mcdonald,Levester Tecnologia,GeForce GTX 590 Classified
60,19/04/2011,23/04/2011,"1239,84",256,4,"247,92","61,98",Maria  Yang,Truing Tecnologia,ATX Motherboard
82,03/06/2011,04/06/2011,"1163,87",336,1,399,399,Maria  Yang,Truing Tecnologia,i7-2700K 3.5 GHz LGA 1155 Processor
66,04/05/2011,05/05/2011,"748,43",275,5,195,39,Emili  Mcdonald,Truing Tecnologia,USB Portable Sound Card / Dac
14,05/02/2011,09/02/2011,"3917,35",75,1,"749,99","749,99",Maria  Yang,Kaify,GeForce GTX 590 Classified
160,27/10/2011,28/10/2011,"524,21",624,1,39,39,Emili  Mcdonald,Agilvee,USB Portable Sound Card / Dac
150,07/10/2011,09/10/2011,"2363,57",592,5,195,39,Emili  Mcdonald,Kaify,USB Portable Sound Card / Dac
126,09/08/2011,10/08/2011,"1172,03",504,1,"49,99","49,99",Aladdin  Blackwell,Spoint Sistemas de Informação,Inch Midtower Case
8,28/01/2011,29/01/2011,"1582,16",50,2,"400,4","200,2",Emili  Mcdonald,Spoint Sistemas de Informação,PCI Express 2.0 2DVI
135,02/09/2011,08/09/2011,"1763,14",537,2,"17,98","8,99",Emili  Mcdonald,Levester Tecnologia,Cooler Master Red LED Case Fan
4,16/01/2011,19/01/2011,"1478,64",25,4,1596,399,Maria  Yang,Spoint Sistemas de Informação,i7-2700K 3.5 GHz LGA 1155 Processor
125,05/08/2011,09/08/2011,"435,92",502,4,"247,92","61,98",Emili  Mcdonald,Digister,ATX Motherboard
119,28/07/2011,29/07/2011,"347,14",479,5,"309,9","61,98",Emili  Mcdonald,Spoint Sistemas de Informação,ATX Motherboard
42,31/03/2011,01/04/2011,"266,48",193,5,"249,95","49,99",Benedito  Perry,Mecabox Info,Inch Midtower Case
91,15/06/2011,18/06/2011,"3135,46",371,1,"49,99","49,99",José  Gardner,Digister,Inch Midtower Case
34,15/03/2011,18/03/2011,"574,92",160,1,"749,99","749,99",Emili  Mcdonald,Digister,GeForce GTX 590 Classified
18,14/02/2011,16/02/2011,"774,97",104,1,399,399,Emili  Mcdonald,Tadoo,i7-2700K 3.5 GHz LGA 1155 Processor
110,13/07/2011,17/07/2011,"66,5",445,1,"749,99","749,99",Maria  Yang,Tadoo,GeForce GTX 590 Classified
57,11/04/2011,15/04/2011,"472,94",245,1,"49,99","49,99",Maria  Yang,Digister,Inch Midtower Case
47,03/04/2011,06/04/2011,"183,56",212,4,1596,399,José  Gardner,Truing Tecnologia,i7-2700K 3.5 GHz LGA 1155 Processor
115,23/07/2011,24/07/2011,"3491,93",465,2,"400,4","200,2",Maria  Yang,Spoint Sistemas de Informação,PCI Express 2.0 2DVI
26,01/03/2011,03/03/2011,"2399,8",134,2,78,39,Emili  Mcdonald,Kaify,USB Portable Sound Card / Dac
188,17/12/2011,18/12/2011,"427,82",721,1,"8,99","8,99",Emili  Mcdonald,Levester Tecnologia,Cooler Master Red LED Case Fan
175,18/11/2011,22/11/2011,"427,82",673,1,399,399,Maria  Yang,Roozio Informática,i7-2700K 3.5 GHz LGA 1155 Processor
180,29/11/2011,03/12/2011,"1806,03",692,8,"71,92","8,99",Emili  Mcdonald,Agilvee,Cooler Master Red LED Case Fan
12,04/02/2011,07/02/2011,"786,42",66,2,"123,96","61,98",José  Gardner,Digister,ATX Motherboard
47,03/04/2011,06/04/2011,"183,56",213,4,"199,96","49,99",Emili  Mcdonald,Digister,Inch Midtower Case
74,23/05/2011,29/05/2011,"375,15",307,8,"1601,6","200,2",Emili  Mcdonald,Truing Tecnologia,PCI Express 2.0 2DVI
94,18/06/2011,21/06/2011,"541,46",381,2,"400,4","200,2",Emili  Mcdonald,Truing Tecnologia,PCI Express 2.0 2DVI
185,08/12/2011,11/12/2011,"1570,57",703,1,"200,2","200,2",Maria  Yang,Tadoo,PCI Express 2.0 2DVI
88,12/06/2011,15/06/2011,"898,44",357,2,"99,98","49,99",José  Gardner,Spoint Sistemas de Informação,Inch Midtower Case
20,18/02/2011,19/02/2011,"1664,54",112,1,"749,99","749,99",Emili  Mcdonald,Spoint Sistemas de Informação,GeForce GTX 590 Classified
144,25/09/2011,28/09/2011,"761,45",569,1,399,399,Emili  Mcdonald,Digister,i7-2700K 3.5 GHz LGA 1155 Processor
3,15/01/2011,18/01/2011,14228,21,1,"61,98","61,98",Aladdin  Blackwell,Agilvee,ATX Motherboard
11,30/01/2011,03/02/2011,"943,08",60,1,399,399,Emili  Mcdonald,Mecabox Info,i7-2700K 3.5 GHz LGA 1155 Processor
131,29/08/2011,30/08/2011,"1433,13",520,1,"61,98","61,98",Emili  Mcdonald,Levester Tecnologia,ATX Motherboard
169,04/11/2011,07/11/2011,"409,83",655,1,"749,99","749,99",José  Gardner,Triloo Assistência Técnica,GeForce GTX 590 Classified
76,28/05/2011,31/05/2011,"2984,6",315,1,399,399,José  Gardner,Truing Tecnologia,i7-2700K 3.5 GHz LGA 1155 Processor
46,02/04/2011,05/04/2011,"5141,67",208,7,"349,93","49,99",Maria  Yang,Digister,Inch Midtower Case
1,06/01/2011,07/01/2011,"5141,67",1,7,"62,93","8,99",Emili  Mcdonald,Levester Tecnologia,Cooler Master Red LED Case Fan
15,07/02/2011,11/02/2011,"2472,45",82,1,"200,2","200,2",Emili  Mcdonald,Levester Tecnologia,PCI Express 2.0 2DVI
3,15/01/2011,18/01/2011,14228,22,2,"1499,98","749,99",Maria  Yang,Levester Tecnologia,GeForce GTX 590 Classified
116,24/07/2011,26/07/2011,"1428,13",471,1,"49,99","49,99",Maria  Yang,Kaify,Inch Midtower Case
