|cd_ugestora|de_ugestora|dt_ano|cd_receitaorcug|de_receitaorcug|tp_atualizacaoreceita|de_atualizacaoreceita|vl_lancamentoOrc|dt_mesano
504603|201095|Prefeitura Municipal de João Pessoa|2004|11212900|TAXAS PELO EXERCICIO DE OBRAS PARTICULARES|1|Lançamento de receita|32963.19|2004-05-01
504604|201095|Prefeitura Municipal de João Pessoa|2004|11212900|TAXAS PELO EXERCICIO DE OBRAS PARTICULARES|1|Lançamento de receita|20267.06|2004-06-01
504605|201095|Prefeitura Municipal de João Pessoa|2004|11212900|TAXAS PELO EXERCICIO DE OBRAS PARTICULARES|1|Lançamento de receita|9536.94|2004-07-01
504606|201095|Prefeitura Municipal de João Pessoa|2004|11212900|TAXAS PELO EXERCICIO DE OBRAS PARTICULARES|1|Lançamento de receita|7581.2|2004-08-01
504607|201095|Prefeitura Municipal de João Pessoa|2004|11212900|TAXAS PELO EXERCICIO DE OBRAS PARTICULARES|1|Lançamento de receita|7646.99|2004-09-01
504608|201095|Prefeitura Municipal de João Pessoa|2004|11212900|TAXAS PELO EXERCICIO DE OBRAS PARTICULARES|1|Lançamento de receita|29247.34|2004-10-01
504609|201095|Prefeitura Municipal de João Pessoa|2004|11212900|TAXAS PELO EXERCICIO DE OBRAS PARTICULARES|1|Lançamento de receita|22083.85|2004-11-01
504610|201095|Prefeitura Municipal de João Pessoa|2004|11212900|TAXAS PELO EXERCICIO DE OBRAS PARTICULARES|1|Lançamento de receita|95428.79|2004-12-01
504611|201095|Prefeitura Municipal de João Pessoa|2004|13250102|REMUNERACAO DE DEPOSITOS BANCARIOS - SUS|1|Lançamento de receita|56210.18|2004-01-01
504612|201095|Prefeitura Municipal de João Pessoa|2004|13250102|REMUNERACAO DE DEPOSITOS BANCARIOS - SUS|1|Lançamento de receita|47320.1|2004-02-01
504613|201095|Prefeitura Municipal de João Pessoa|2004|13250102|REMUNERACAO DE DEPOSITOS BANCARIOS - SUS|1|Lançamento de receita|53469.96|2004-03-01
504647|201095|Prefeitura Municipal de João Pessoa|2003|4|IMPOSTO SOBRE TRANSMISSAO - I.B IMOVEIS|1|Lançamento de receita|656231.62|2003-01-01
504648|201095|Prefeitura Municipal de João Pessoa|2003|4|IMPOSTO SOBRE TRANSMISSAO - I.B IMOVEIS|1|Lançamento de receita|457722.64|2003-02-01
504649|201095|Prefeitura Municipal de João Pessoa|2003|4|IMPOSTO SOBRE TRANSMISSAO - I.B IMOVEIS|1|Lançamento de receita|514540.53|2003-03-01
504650|201095|Prefeitura Municipal de João Pessoa|2003|4|IMPOSTO SOBRE TRANSMISSAO - I.B IMOVEIS|1|Lançamento de receita|479594.55|2003-04-01
504651|201095|Prefeitura Municipal de João Pessoa|2003|4|IMPOSTO SOBRE TRANSMISSAO - I.B IMOVEIS|1|Lançamento de receita|568585.54|2003-05-01
504652|201095|Prefeitura Municipal de João Pessoa|2003|4|IMPOSTO SOBRE TRANSMISSAO - I.B IMOVEIS|1|Lançamento de receita|560094.58|2003-06-01
504653|201095|Prefeitura Municipal de João Pessoa|2003|4|IMPOSTO SOBRE TRANSMISSAO - I.B IMOVEIS|1|Lançamento de receita|525718.55|2003-07-01
504654|201095|Prefeitura Municipal de João Pessoa|2003|4|IMPOSTO SOBRE TRANSMISSAO - I.B IMOVEIS|1|Lançamento de receita|620422.14|2003-08-01
504655|201095|Prefeitura Municipal de João Pessoa|2003|4|IMPOSTO SOBRE TRANSMISSAO - I.B IMOVEIS|1|Lançamento de receita|627275.75|2003-09-01
504656|201095|Prefeitura Municipal de João Pessoa|2003|4|IMPOSTO SOBRE TRANSMISSAO - I.B IMOVEIS|1|Lançamento de receita|550458.66|2003-10-01
504657|201095|Prefeitura Municipal de João Pessoa|2003|4|IMPOSTO SOBRE TRANSMISSAO - I.B IMOVEIS|1|Lançamento de receita|532457.94|2003-11-01
504658|201095|Prefeitura Municipal de João Pessoa|2003|4|IMPOSTO SOBRE TRANSMISSAO - I.B IMOVEIS|1|Lançamento de receita|551681.53|2003-12-01
504659|201095|Prefeitura Municipal de João Pessoa|2003|7|TAXA PELA RENOVACAO DE LICENCA|1|Lançamento de receita|16866.75|2003-01-01
504660|201095|Prefeitura Municipal de João Pessoa|2003|7|TAXA PELA RENOVACAO DE LICENCA|1|Lançamento de receita|17489.33|2003-02-01
504661|201095|Prefeitura Municipal de João Pessoa|2003|7|TAXA PELA RENOVACAO DE LICENCA|1|Lançamento de receita|19850.82|2003-03-01
504662|201095|Prefeitura Municipal de João Pessoa|2003|7|TAXA PELA RENOVACAO DE LICENCA|1|Lançamento de receita|17510.75|2003-04-01
504663|201095|Prefeitura Municipal de João Pessoa|2003|7|TAXA PELA RENOVACAO DE LICENCA|1|Lançamento de receita|20800.25|2003-05-01
504664|201095|Prefeitura Municipal de João Pessoa|2003|7|TAXA PELA RENOVACAO DE LICENCA|1|Lançamento de receita|19253.25|2003-06-01
504665|201095|Prefeitura Municipal de João Pessoa|2003|7|TAXA PELA RENOVACAO DE LICENCA|1|Lançamento de receita|25771.3|2003-07-01
504666|201095|Prefeitura Municipal de João Pessoa|2003|7|TAXA PELA RENOVACAO DE LICENCA|1|Lançamento de receita|33946.79|2003-08-01
504667|201095|Prefeitura Municipal de João Pessoa|2003|7|TAXA PELA RENOVACAO DE LICENCA|1|Lançamento de receita|31217.73|2003-09-01
504668|201095|Prefeitura Municipal de João Pessoa|2003|7|TAXA PELA RENOVACAO DE LICENCA|1|Lançamento de receita|31246.4|2003-10-01
504669|201095|Prefeitura Municipal de João Pessoa|2003|7|TAXA PELA RENOVACAO DE LICENCA|1|Lançamento de receita|35096.68|2003-11-01
504670|201095|Prefeitura Municipal de João Pessoa|2003|7|TAXA PELA RENOVACAO DE LICENCA|1|Lançamento de receita|22127.0|2003-12-01
504671|201095|Prefeitura Municipal de João Pessoa|2003|27|Cota-Parte do Fundo Espec-FE-Pet|1|Lançamento de receita|33091.02|2003-02-01
504772|201095|Prefeitura Municipal de João Pessoa|2014|17240100|Transferências de Recursos do Fundo FUNDEB|1|Lançamento de receita|10363259.75|2014-07-01
504773|201095|Prefeitura Municipal de João Pessoa|2014|17240100|Transferências de Recursos do Fundo FUNDEB|1|Lançamento de receita|11388733.34|2014-08-01
504774|201095|Prefeitura Municipal de João Pessoa|2014|17240100|Transferências de Recursos do Fundo FUNDEB|1|Lançamento de receita|11159543.42|2014-09-01
504775|201095|Prefeitura Municipal de João Pessoa|2014|17240100|Transferências de Recursos do Fundo FUNDEB|1|Lançamento de receita|10646421.01|2014-10-01
504776|201095|Prefeitura Municipal de João Pessoa|2014|17240100|Transferências de Recursos do Fundo FUNDEB|1|Lançamento de receita|12385842.55|2014-11-01
504777|201095|Prefeitura Municipal de João Pessoa|2014|17240100|Transferências de Recursos do Fundo FUNDEB|1|Lançamento de receita|13640647.38|2014-12-01
504778|201095|Prefeitura Municipal de João Pessoa|2014|19219900|Outras Indenizações|1|Lançamento de receita|57917.06|2014-01-01
504779|201095|Prefeitura Municipal de João Pessoa|2014|19219900|Outras Indenizações|1|Lançamento de receita|24907.06|2014-02-01
504780|201095|Prefeitura Municipal de João Pessoa|2014|19219900|Outras Indenizações|1|Lançamento de receita|5422.52|2014-03-01
504781|201095|Prefeitura Municipal de João Pessoa|2014|19219900|Outras Indenizações|1|Lançamento de receita|166449.45|2014-04-01
504782|201095|Prefeitura Municipal de João Pessoa|2014|19219900|Outras Indenizações|1|Lançamento de receita|9551.88|2014-05-01
504783|201095|Prefeitura Municipal de João Pessoa|2014|19219900|Outras Indenizações|1|Lançamento de receita|236427.45|2014-06-01
504784|201095|Prefeitura Municipal de João Pessoa|2014|19219900|Outras Indenizações|1|Lançamento de receita|157209.86|2014-07-01
504785|201095|Prefeitura Municipal de João Pessoa|2014|19219900|Outras Indenizações|1|Lançamento de receita|10254.95|2014-08-01
504786|201095|Prefeitura Municipal de João Pessoa|2014|19219900|Outras Indenizações|1|Lançamento de receita|7306.12|2014-09-01
504787|201095|Prefeitura Municipal de João Pessoa|2014|19219900|Outras Indenizações|1|Lançamento de receita|15951.46|2014-10-01
504788|201095|Prefeitura Municipal de João Pessoa|2014|19219900|Outras Indenizações|1|Lançamento de receita|21918.36|2014-11-01
504789|201095|Prefeitura Municipal de João Pessoa|2014|19219900|Outras Indenizações|2|Estorno de lançamento de receita|43186.94|2014-12-01
504790|201095|Prefeitura Municipal de João Pessoa|2017|17213599|Outras Transferências Diretas do Fundo Nacional do Desenvolvimento da Educação –|1|Lançamento de receita|143024.89|2017-05-01
504791|201095|Prefeitura Municipal de João Pessoa|2017|17213599|Outras Transferências Diretas do Fundo Nacional do Desenvolvimento da Educação –|1|Lançamento de receita|0.0|2017-07-01
504792|201095|Prefeitura Municipal de João Pessoa|2017|17213599|Outras Transferências Diretas do Fundo Nacional do Desenvolvimento da Educação –|1|Lançamento de receita|22069.02|2017-10-01
504793|201095|Prefeitura Municipal de João Pessoa|2017|17213599|Outras Transferências Diretas do Fundo Nacional do Desenvolvimento da Educação –|5|Outras Deduções de Receita|22069.02|2017-12-01
504794|201095|Prefeitura Municipal de João Pessoa|2017|19319901|Receita da Dívida Ativa de Outros Tributos – Principal|1|Lançamento de receita|1676646.34|2017-01-01
504795|201095|Prefeitura Municipal de João Pessoa|2017|19319901|Receita da Dívida Ativa de Outros Tributos – Principal|1|Lançamento de receita|1418060.35|2017-02-01
504796|201095|Prefeitura Municipal de João Pessoa|2017|19319901|Receita da Dívida Ativa de Outros Tributos – Principal|1|Lançamento de receita|1626965.47|2017-03-01
504797|201095|Prefeitura Municipal de João Pessoa|2017|19319901|Receita da Dívida Ativa de Outros Tributos – Principal|1|Lançamento de receita|3442647.3|2017-04-01
504798|201095|Prefeitura Municipal de João Pessoa|2017|19319901|Receita da Dívida Ativa de Outros Tributos – Principal|1|Lançamento de receita|4650190.84|2017-05-01
504799|201095|Prefeitura Municipal de João Pessoa|2017|19319901|Receita da Dívida Ativa de Outros Tributos – Principal|1|Lançamento de receita|1846134.36|2017-06-01
504800|201095|Prefeitura Municipal de João Pessoa|2017|19319901|Receita da Dívida Ativa de Outros Tributos – Principal|1|Lançamento de receita|1527078.54|2017-07-01
504801|201095|Prefeitura Municipal de João Pessoa|2017|19319901|Receita da Dívida Ativa de Outros Tributos – Principal|1|Lançamento de receita|1580711.93|2017-08-01
504802|201095|Prefeitura Municipal de João Pessoa|2017|19319901|Receita da Dívida Ativa de Outros Tributos – Principal|1|Lançamento de receita|1229713.83|2017-09-01
504803|201095|Prefeitura Municipal de João Pessoa|2017|19319901|Receita da Dívida Ativa de Outros Tributos – Principal|1|Lançamento de receita|1584521.85|2017-10-01
504804|201095|Prefeitura Municipal de João Pessoa|2017|19319901|Receita da Dívida Ativa de Outros Tributos – Principal|1|Lançamento de receita|1282729.1|2017-11-01
504805|201095|Prefeitura Municipal de João Pessoa|2017|19319901|Receita da Dívida Ativa de Outros Tributos – Principal|1|Lançamento de receita|1196404.17|2017-12-01
504947|201095|Prefeitura Municipal de João Pessoa|2004|19219900|OUTRAS INDENIZACOES|1|Lançamento de receita|2051.69|2004-09-01
504948|201095|Prefeitura Municipal de João Pessoa|2004|19219900|OUTRAS INDENIZACOES|1|Lançamento de receita|4971.65|2004-10-01
504949|201095|Prefeitura Municipal de João Pessoa|2004|19219900|OUTRAS INDENIZACOES|1|Lançamento de receita|12026.09|2004-11-01
504950|201095|Prefeitura Municipal de João Pessoa|2004|19219900|OUTRAS INDENIZACOES|1|Lançamento de receita|16111.13|2004-12-01
504951|201095|Prefeitura Municipal de João Pessoa|2014|11120200|Imposto sobre a Propriedade Predial e Terr. Urbana|1|Lançamento de receita|699919.01|2014-01-01
504952|201095|Prefeitura Municipal de João Pessoa|2014|11120200|Imposto sobre a Propriedade Predial e Terr. Urbana|1|Lançamento de receita|4245686.46|2014-02-01
504953|201095|Prefeitura Municipal de João Pessoa|2014|11120200|Imposto sobre a Propriedade Predial e Terr. Urbana|1|Lançamento de receita|26656404.32|2014-03-01
504954|201095|Prefeitura Municipal de João Pessoa|2014|11120200|Imposto sobre a Propriedade Predial e Terr. Urbana|1|Lançamento de receita|2873325.11|2014-04-01
504955|201095|Prefeitura Municipal de João Pessoa|2014|11120200|Imposto sobre a Propriedade Predial e Terr. Urbana|1|Lançamento de receita|1739289.78|2014-05-01
504956|201095|Prefeitura Municipal de João Pessoa|2014|11120200|Imposto sobre a Propriedade Predial e Terr. Urbana|1|Lançamento de receita|1384903.86|2014-06-01
504957|201095|Prefeitura Municipal de João Pessoa|2014|11120200|Imposto sobre a Propriedade Predial e Terr. Urbana|1|Lançamento de receita|1779689.25|2014-07-01
504958|201095|Prefeitura Municipal de João Pessoa|2014|11120200|Imposto sobre a Propriedade Predial e Terr. Urbana|1|Lançamento de receita|1516906.34|2014-08-01
504959|201095|Prefeitura Municipal de João Pessoa|2014|11120200|Imposto sobre a Propriedade Predial e Terr. Urbana|1|Lançamento de receita|1245551.49|2014-09-01
504960|201095|Prefeitura Municipal de João Pessoa|2014|11120200|Imposto sobre a Propriedade Predial e Terr. Urbana|1|Lançamento de receita|1344523.93|2014-10-01
504961|201095|Prefeitura Municipal de João Pessoa|2014|11120200|Imposto sobre a Propriedade Predial e Terr. Urbana|1|Lançamento de receita|1132393.91|2014-11-01
504962|201095|Prefeitura Municipal de João Pessoa|2014|11120200|Imposto sobre a Propriedade Predial e Terr. Urbana|1|Lançamento de receita|1355888.27|2014-12-01
504963|201095|Prefeitura Municipal de João Pessoa|2014|17220113|Cota-Parte da Contribuição de Intervenção no Domínio Econômico|1|Lançamento de receita|82757.28|2014-01-01
504964|201095|Prefeitura Municipal de João Pessoa|2014|17619900|Outras Transferências de Convênios da União|1|Lançamento de receita|281964.51|2014-01-01
504965|201095|Prefeitura Municipal de João Pessoa|2014|17619900|Outras Transferências de Convênios da União|1|Lançamento de receita|376360.66|2014-02-01
504966|201095|Prefeitura Municipal de João Pessoa|2014|17619900|Outras Transferências de Convênios da União|1|Lançamento de receita|77835.64|2014-03-01
504967|201095|Prefeitura Municipal de João Pessoa|2014|17619900|Outras Transferências de Convênios da União|1|Lançamento de receita|98569.74|2014-04-01
504968|201095|Prefeitura Municipal de João Pessoa|2014|17619900|Outras Transferências de Convênios da União|1|Lançamento de receita|127859.85|2014-05-01
504969|201095|Prefeitura Municipal de João Pessoa|2014|17619900|Outras Transferências de Convênios da União|1|Lançamento de receita|80784.0|2014-06-01
504970|201095|Prefeitura Municipal de João Pessoa|2014|17619900|Outras Transferências de Convênios da União|1|Lançamento de receita|125637.54|2014-07-01
504989|201095|Prefeitura Municipal de João Pessoa|2017|13250102|Receita de Remuneração de Depósitos Bancários de Recursos Vinculados - FUNDEB|1|Lançamento de receita|89817.49|2017-05-01
504990|201095|Prefeitura Municipal de João Pessoa|2017|13250102|Receita de Remuneração de Depósitos Bancários de Recursos Vinculados - FUNDEB|1|Lançamento de receita|76092.07|2017-06-01
504991|201095|Prefeitura Municipal de João Pessoa|2017|13250102|Receita de Remuneração de Depósitos Bancários de Recursos Vinculados - FUNDEB|1|Lançamento de receita|80708.85|2017-07-01
504992|201095|Prefeitura Municipal de João Pessoa|2017|13250102|Receita de Remuneração de Depósitos Bancários de Recursos Vinculados - FUNDEB|1|Lançamento de receita|64320.23|2017-08-01
504993|201095|Prefeitura Municipal de João Pessoa|2017|13250102|Receita de Remuneração de Depósitos Bancários de Recursos Vinculados - FUNDEB|1|Lançamento de receita|68160.55|2017-09-01
504994|201095|Prefeitura Municipal de João Pessoa|2017|13250102|Receita de Remuneração de Depósitos Bancários de Recursos Vinculados - FUNDEB|1|Lançamento de receita|46190.1|2017-10-01
504995|201095|Prefeitura Municipal de João Pessoa|2017|13250102|Receita de Remuneração de Depósitos Bancários de Recursos Vinculados - FUNDEB|1|Lançamento de receita|73715.27|2017-11-01
504996|201095|Prefeitura Municipal de João Pessoa|2017|13250102|Receita de Remuneração de Depósitos Bancários de Recursos Vinculados - FUNDEB|1|Lançamento de receita|98533.35|2017-12-01
504997|201095|Prefeitura Municipal de João Pessoa|2017|17219900|Outras Transferências da União|1|Lançamento de receita|19483.47|2017-01-01
504998|201095|Prefeitura Municipal de João Pessoa|2017|17219900|Outras Transferências da União|1|Lançamento de receita|1114462.38|2017-02-01
504999|201095|Prefeitura Municipal de João Pessoa|2017|17219900|Outras Transferências da União|1|Lançamento de receita|6917.17|2017-03-01
505000|201095|Prefeitura Municipal de João Pessoa|2017|17219900|Outras Transferências da União|1|Lançamento de receita|5731.39|2017-04-01
505001|201095|Prefeitura Municipal de João Pessoa|2017|17219900|Outras Transferências da União|1|Lançamento de receita|3803.03|2017-05-01
505002|201095|Prefeitura Municipal de João Pessoa|2017|17219900|Outras Transferências da União|1|Lançamento de receita|4787.02|2017-06-01
505003|201095|Prefeitura Municipal de João Pessoa|2017|17219900|Outras Transferências da União|1|Lançamento de receita|6470.54|2017-07-01
505004|201095|Prefeitura Municipal de João Pessoa|2017|17219900|Outras Transferências da União|1|Lançamento de receita|6398.09|2017-08-01
505005|201095|Prefeitura Municipal de João Pessoa|2017|17219900|Outras Transferências da União|1|Lançamento de receita|6592.83|2017-09-01
505006|201095|Prefeitura Municipal de João Pessoa|2017|17219900|Outras Transferências da União|1|Lançamento de receita|7209.65|2017-10-01
505007|201095|Prefeitura Municipal de João Pessoa|2017|17219900|Outras Transferências da União|1|Lançamento de receita|6155.94|2017-11-01
505008|201095|Prefeitura Municipal de João Pessoa|2017|17219900|Outras Transferências da União|1|Lançamento de receita|154889.28|2017-12-01
505009|201095|Prefeitura Municipal de João Pessoa|2017|19119901|Multas e Juros de Mora de Outros Tributos|1|Lançamento de receita|337999.79|2017-01-01
505010|201095|Prefeitura Municipal de João Pessoa|2017|19119901|Multas e Juros de Mora de Outros Tributos|1|Lançamento de receita|380722.41|2017-02-01
505011|201095|Prefeitura Municipal de João Pessoa|2017|19119901|Multas e Juros de Mora de Outros Tributos|1|Lançamento de receita|391206.16|2017-03-01
505012|201095|Prefeitura Municipal de João Pessoa|2017|19119901|Multas e Juros de Mora de Outros Tributos|1|Lançamento de receita|1348660.62|2017-04-01
505013|201095|Prefeitura Municipal de João Pessoa|2017|19119901|Multas e Juros de Mora de Outros Tributos|1|Lançamento de receita|1348148.98|2017-05-01
505014|201095|Prefeitura Municipal de João Pessoa|2017|19119901|Multas e Juros de Mora de Outros Tributos|1|Lançamento de receita|394318.4|2017-06-01
505015|201095|Prefeitura Municipal de João Pessoa|2017|19119901|Multas e Juros de Mora de Outros Tributos|1|Lançamento de receita|327588.91|2017-07-01
505016|201095|Prefeitura Municipal de João Pessoa|2017|19119901|Multas e Juros de Mora de Outros Tributos|1|Lançamento de receita|270377.51|2017-08-01
505017|201095|Prefeitura Municipal de João Pessoa|2017|19119901|Multas e Juros de Mora de Outros Tributos|1|Lançamento de receita|255694.55|2017-09-01
505018|201095|Prefeitura Municipal de João Pessoa|2017|19119901|Multas e Juros de Mora de Outros Tributos|1|Lançamento de receita|170072.3|2017-10-01
505019|201095|Prefeitura Municipal de João Pessoa|2017|19119901|Multas e Juros de Mora de Outros Tributos|1|Lançamento de receita|182793.21|2017-11-01
505020|201095|Prefeitura Municipal de João Pessoa|2017|19119901|Multas e Juros de Mora de Outros Tributos|1|Lançamento de receita|219736.88|2017-12-01
505021|201095|Prefeitura Municipal de João Pessoa|2017|19219900|Outras Indenizações|1|Lançamento de receita|15512.0|2017-01-01
505022|201095|Prefeitura Municipal de João Pessoa|2017|19219900|Outras Indenizações|1|Lançamento de receita|55335.82|2017-02-01
505023|201095|Prefeitura Municipal de João Pessoa|2017|19219900|Outras Indenizações|1|Lançamento de receita|28130.68|2017-03-01
505024|201095|Prefeitura Municipal de João Pessoa|2017|19219900|Outras Indenizações|1|Lançamento de receita|73708.03|2017-04-01
505126|201095|Prefeitura Municipal de João Pessoa|2017|13250199|Receita de Remuneração de Outros Depósitos Bancários de Recursos Vinculados|1|Lançamento de receita|310521.39|2017-09-01
505127|201095|Prefeitura Municipal de João Pessoa|2017|13250199|Receita de Remuneração de Outros Depósitos Bancários de Recursos Vinculados|1|Lançamento de receita|267394.32|2017-10-01
505128|201095|Prefeitura Municipal de João Pessoa|2017|13250199|Receita de Remuneração de Outros Depósitos Bancários de Recursos Vinculados|1|Lançamento de receita|253744.18|2017-11-01
505129|201095|Prefeitura Municipal de João Pessoa|2017|13250199|Receita de Remuneração de Outros Depósitos Bancários de Recursos Vinculados|1|Lançamento de receita|232598.89|2017-12-01
505130|201095|Prefeitura Municipal de João Pessoa|2017|19329901|Receita da Dívida Ativa Não-Tributária de Outras Receitas – Principal|1|Lançamento de receita|45309.35|2017-01-01
505131|201095|Prefeitura Municipal de João Pessoa|2017|19329901|Receita da Dívida Ativa Não-Tributária de Outras Receitas – Principal|1|Lançamento de receita|51207.17|2017-02-01
505132|201095|Prefeitura Municipal de João Pessoa|2017|19329901|Receita da Dívida Ativa Não-Tributária de Outras Receitas – Principal|1|Lançamento de receita|43669.32|2017-03-01
505133|201095|Prefeitura Municipal de João Pessoa|2017|19329901|Receita da Dívida Ativa Não-Tributária de Outras Receitas – Principal|1|Lançamento de receita|82341.31|2017-04-01
505134|201095|Prefeitura Municipal de João Pessoa|2017|19329901|Receita da Dívida Ativa Não-Tributária de Outras Receitas – Principal|1|Lançamento de receita|145723.38|2017-05-01
505174|201095|Prefeitura Municipal de João Pessoa|2007|11120200|IMPOSTO PREDIAL E TERRITORIAL URBANO|1|Lançamento de receita|271249.28|2007-01-01
505175|201095|Prefeitura Municipal de João Pessoa|2007|11120200|IMPOSTO PREDIAL E TERRITORIAL URBANO|1|Lançamento de receita|888463.5|2007-02-01
505176|201095|Prefeitura Municipal de João Pessoa|2007|11120200|IMPOSTO PREDIAL E TERRITORIAL URBANO|1|Lançamento de receita|11040435.2|2007-03-01
505177|201095|Prefeitura Municipal de João Pessoa|2007|11120200|IMPOSTO PREDIAL E TERRITORIAL URBANO|1|Lançamento de receita|1658379.37|2007-04-01
505178|201095|Prefeitura Municipal de João Pessoa|2007|11120200|IMPOSTO PREDIAL E TERRITORIAL URBANO|1|Lançamento de receita|1033255.04|2007-05-01
505179|201095|Prefeitura Municipal de João Pessoa|2007|11120200|IMPOSTO PREDIAL E TERRITORIAL URBANO|1|Lançamento de receita|989060.79|2007-06-01
505180|201095|Prefeitura Municipal de João Pessoa|2007|11120200|IMPOSTO PREDIAL E TERRITORIAL URBANO|1|Lançamento de receita|1030609.37|2007-07-01
505181|201095|Prefeitura Municipal de João Pessoa|2007|11120200|IMPOSTO PREDIAL E TERRITORIAL URBANO|1|Lançamento de receita|895246.55|2007-08-01
505182|201095|Prefeitura Municipal de João Pessoa|2007|11120200|IMPOSTO PREDIAL E TERRITORIAL URBANO|1|Lançamento de receita|880961.41|2007-09-01
505183|201095|Prefeitura Municipal de João Pessoa|2007|11120200|IMPOSTO PREDIAL E TERRITORIAL URBANO|1|Lançamento de receita|1076979.87|2007-10-01
505184|201095|Prefeitura Municipal de João Pessoa|2007|11120200|IMPOSTO PREDIAL E TERRITORIAL URBANO|1|Lançamento de receita|788726.54|2007-11-01
505185|201095|Prefeitura Municipal de João Pessoa|2007|11120200|IMPOSTO PREDIAL E TERRITORIAL URBANO|1|Lançamento de receita|1129888.3|2007-12-01
505186|201095|Prefeitura Municipal de João Pessoa|2007|17240200|TRANSFERENCIAS DE RECURSOS DA COMPLEMENTAÇÃO DA UNIÃO AO FUNDO DE MANUTENÇAO E D|1|Lançamento de receita|1934099.67|2007-12-01
505206|201095|Prefeitura Municipal de João Pessoa|2014|13900000|Outras Receitas Patrimoniais|1|Lançamento de receita|1336760.02|2014-09-01
505207|201095|Prefeitura Municipal de João Pessoa|2014|13900000|Outras Receitas Patrimoniais|1|Lançamento de receita|1236202.08|2014-10-01
505208|201095|Prefeitura Municipal de João Pessoa|2014|13900000|Outras Receitas Patrimoniais|1|Lançamento de receita|1188053.63|2014-11-01
505209|201095|Prefeitura Municipal de João Pessoa|2014|13900000|Outras Receitas Patrimoniais|1|Lançamento de receita|1069184.01|2014-12-01
505210|201095|Prefeitura Municipal de João Pessoa|2014|19909900|Outras Receitas|1|Lançamento de receita|6032807.04|2014-01-01
505211|201095|Prefeitura Municipal de João Pessoa|2014|19909900|Outras Receitas|1|Lançamento de receita|677521.38|2014-02-01
505212|201095|Prefeitura Municipal de João Pessoa|2014|19909900|Outras Receitas|1|Lançamento de receita|640283.23|2014-03-01
505213|201095|Prefeitura Municipal de João Pessoa|2014|19909900|Outras Receitas|1|Lançamento de receita|445558.85|2014-04-01
505214|201095|Prefeitura Municipal de João Pessoa|2014|19909900|Outras Receitas|1|Lançamento de receita|758433.53|2014-05-01
505215|201095|Prefeitura Municipal de João Pessoa|2014|19909900|Outras Receitas|1|Lançamento de receita|69922.16|2014-06-01
505216|201095|Prefeitura Municipal de João Pessoa|2014|19909900|Outras Receitas|1|Lançamento de receita|327288.85|2014-07-01
505217|201095|Prefeitura Municipal de João Pessoa|2014|19909900|Outras Receitas|1|Lançamento de receita|235684.97|2014-08-01
505218|201095|Prefeitura Municipal de João Pessoa|2014|19909900|Outras Receitas|1|Lançamento de receita|260236.99|2014-09-01
505219|201095|Prefeitura Municipal de João Pessoa|2014|19909900|Outras Receitas|1|Lançamento de receita|226123.45|2014-10-01
505220|201095|Prefeitura Municipal de João Pessoa|2014|19909900|Outras Receitas|1|Lançamento de receita|218758.18|2014-11-01
505221|201095|Prefeitura Municipal de João Pessoa|2014|19909900|Outras Receitas|1|Lançamento de receita|85934074.45|2014-12-01
505222|201095|Prefeitura Municipal de João Pessoa|2014|9517210105|Dedução de Receita para Formação do FUNDEB - ITR|3|Dedução de Receita do Fundeb|151.4|2014-01-01
505223|201095|Prefeitura Municipal de João Pessoa|2014|9517210105|Dedução de Receita para Formação do FUNDEB - ITR|3|Dedução de Receita do Fundeb|297.48|2014-02-01
505224|201095|Prefeitura Municipal de João Pessoa|2014|9517210105|Dedução de Receita para Formação do FUNDEB - ITR|3|Dedução de Receita do Fundeb|261.42|2014-03-01
505225|201095|Prefeitura Municipal de João Pessoa|2014|9517210105|Dedução de Receita para Formação do FUNDEB - ITR|3|Dedução de Receita do Fundeb|141.31|2014-04-01
505226|201095|Prefeitura Municipal de João Pessoa|2014|9517210105|Dedução de Receita para Formação do FUNDEB - ITR|3|Dedução de Receita do Fundeb|385.13|2014-05-01
505227|201095|Prefeitura Municipal de João Pessoa|2014|9517210105|Dedução de Receita para Formação do FUNDEB - ITR|3|Dedução de Receita do Fundeb|166.07|2014-06-01
505228|201095|Prefeitura Municipal de João Pessoa|2014|9517210105|Dedução de Receita para Formação do FUNDEB - ITR|3|Dedução de Receita do Fundeb|434.87|2014-07-01
505229|201095|Prefeitura Municipal de João Pessoa|2014|9517210105|Dedução de Receita para Formação do FUNDEB - ITR|3|Dedução de Receita do Fundeb|212.94|2014-08-01
505230|201095|Prefeitura Municipal de João Pessoa|2014|9517210105|Dedução de Receita para Formação do FUNDEB - ITR|3|Dedução de Receita do Fundeb|299.83|2014-09-01
505231|201095|Prefeitura Municipal de João Pessoa|2014|9517210105|Dedução de Receita para Formação do FUNDEB - ITR|3|Dedução de Receita do Fundeb|16256.88|2014-10-01
505232|201095|Prefeitura Municipal de João Pessoa|2014|9517210105|Dedução de Receita para Formação do FUNDEB - ITR|3|Dedução de Receita do Fundeb|215.47|2014-11-01
505233|201095|Prefeitura Municipal de João Pessoa|2014|9517210105|Dedução de Receita para Formação do FUNDEB - ITR|3|Dedução de Receita do Fundeb|243.63|2014-12-01
505234|201095|Prefeitura Municipal de João Pessoa|2017|17220102|Cota-Parte do IPVA|1|Lançamento de receita|3710316.85|2017-01-01
